Sample	Contig	Mean	Covered Bases	Length	Read Count
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_122910	0.07038949	632	12936	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_125461	0.01490313	150	10215	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_131871	0.12	2130	27650	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_139867	0.023845008	384	21622	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_149913	0.0017400383	130	74861	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_150036	0.0069706817	369	53086	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_199536	0.0067731356	95	14176	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_213266	0.017498834	300	17294	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_231664	0.0032224532	150	29010	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_273514	7.068081	2165	2177	97
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_319165	0.015504677	300	19499	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_336112	0.008715862	150	17360	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_370329	0.0062140105	150	24289	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_386525	0.005094714	149	29396	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_386790	0.11872933	1470	21619	17
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_388856	0.14322087	358	3292	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_389701	0.0054761516	300	54933	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_419471	0.08161045	300	3826	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_427916	1.9204729	1272	2011	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_434607	0.0008659686	76	87913	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_473974	0.005380008	150	28031	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_482296	0.34493107	507	51137	122
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_535096	0.0011629004	37	31967	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_543741	0.00761404	384	58726	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_588278	0.20500532	691	13296	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_594004	0.017938683	55	3216	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_611643	0.0025186802	150	59705	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_612402	0.026077885	300	11654	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_618635	1.4581498	838	1512	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_647246	3.5296857	2917	3586	82
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_654228	0.06904917	258	27768	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_658714	0.0062037306	150	24329	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_711841	0.032916974	166	13760	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_718433	1.2876143	1227	2556	21
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_120m_metaG_bin.7~k147_737969	0.0072386838	300	41594	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_5620	0.36452004	1321	5088	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_7088	2.1000607	1581	1799	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_7437	0.09778357	292	3218	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_18015	0.036508814	1978	59889	15
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_20288	0.11574074	1884	18294	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_20998	0.051308364	508	11844	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_23147	3.2828786	14810	16171	354
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_27382	0.03314118	3158	99724	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_30117	0.10842792	431	4291	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_31485	2.9793708	1939	2089	39
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_34439	0.28696406	5347	34785	67
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_39120	0.005702121	150	26456	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_44219	1.4699141	3118	5036	48
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_48371	0.014541097	449	31028	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_53173	3.6156337	2260	2312	53
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_54130	3.0754955	12148	12813	260
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_64507	0.17274472	1267	10570	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_64924	0.07274506	881	12412	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_69400	0.04229224	515	14337	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_72104	2.210441	1839	2621	37
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_72598	0.02886836	299	10542	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_78307	0.013826159	300	21848	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_83566	0.19552575	3542	25942	34
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_85710	0.03332593	150	4651	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_90792	0.9874826	1127	1588	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_91593	1.438086	1929	3243	30
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_95356	0.047885075	562	12680	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_103202	1.7606965	1480	2160	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_110939	2.706579	1879	2430	42
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_113786	0.027652318	300	10999	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_114168	1.9281801	15371	18404	235
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_115713	0.08797654	150	1855	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_118914	2.6136725	2137	2666	44
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_120120	2.2746325	2498	2870	42
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_127218	0.04604642	1638	45691	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_128275	3.0210962	22005	23851	479
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_134209	0.045228403	867	20049	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_134734	1.681748	1249	2095	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_146343	1.3627738	1225	1520	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_153092	0.03835091	559	15795	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_161544	0.03997868	587	15158	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_171927	0.11975444	1096	11064	9
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_173732	0.032080986	450	14177	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_185444	0.064109415	569	9509	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_186846	0.033140626	900	27307	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_187288	0.026721774	646	28217	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_188834	1.8122492	3995	4885	58
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_193581	1.9926199	1048	1505	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_199337	0.047114253	527	12885	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_200920	0.0122513985	236	24637	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_207356	0.03370976	523	17949	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_207745	1.2808329	1128	2023	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_215012	0.064638786	246	4095	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_224558	1.1268437	17170	31677	237
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_224594	1.5393258	2149	2998	30
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_229742	1.1281029	12088	19205	148
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_231826	0.042432815	300	7220	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_234698	0.20408164	297	1620	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_236616	0.06154267	431	7462	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_241359	0.03299157	1049	31946	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_242633	0.650663	1392	2337	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_243666	0.12458472	273	2558	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_246303	0.032576825	300	9359	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_251877	0.85125715	2034	4883	27
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_269875	4.3796425	3905	4512	128
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_280372	2.678364	6353	7559	133
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_283888	2.8991876	2982	3473	66
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_286026	2.657	2067	2150	38
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_286637	2.8573446	1896	2274	42
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_303775	0.033361506	728	22631	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_304105	0.13268465	2330	20499	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_305932	2.3358586	1951	2526	37
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_308411	0.038610037	450	11805	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_315596	0.031070052	750	24289	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_318005	0.078963995	1521	28644	15
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_326651	0.08018175	1024	15116	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_334845	2.2474513	12161	17022	254
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_337268	0.041934583	900	28766	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_342603	0.019900497	240	15225	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_347587	0.02037932	450	22084	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_349643	2.9541595	16503	17929	352
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_356274	0.031981807	840	28291	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_361251	0.40019634	4909	21542	58
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_365600	0.055075727	617	16128	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_368414	1.5821537	5930	8062	84
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_376580	0.026562776	600	22738	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_380398	2.8946187	11968	13511	260
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_385427	0.09918448	450	4687	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_386735	1.3990563	2060	3117	28
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_428513	6.761419	1960	2011	86
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_428568	0.020262055	657	37165	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_433646	0.04973031	3529	78573	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_435403	0.03617945	600	16734	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_437810	0.05836576	235	5290	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_442736	0.07347538	253	4233	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_442869	0.03850287	1440	43887	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_443081	0.022926874	300	10967	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_452740	0.4284795	3150	23458	69
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_452940	0.035599478	540	16948	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_459439	5.0691285	2440	2479	80
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_469978	2.066097	1792	2374	31
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_473066	0.049977787	450	9154	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_477064	1.9821974	4410	5711	74
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_477653	0.083510265	590	7215	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_481235	2.8747153	9172	10686	203
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_484350	0.037270553	1200	32347	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_491463	0.044622935	255	6873	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_494519	0.042451352	1408	35249	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_511140	0.03439691	1860	61202	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_514034	4.413894	3216	3216	94
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_514731	1.9633437	27190	33023	433
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_518712	0.099635035	193	2890	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_527850	0.06163941	2239	40384	17
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_538918	0.11528485	874	10559	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_549454	0.014683406	269	18470	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_573590	2.2957613	7202	8596	130
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_574203	0.034618046	274	8816	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_582071	0.038153376	215	8013	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_586276	0.9876543	1445	2580	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_592797	1.1429082	1830	2949	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_601216	0.06330449	783	19106	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_601550	1.8518518	1855	2661	31
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_605328	0.050718512	369	11980	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_606535	0.052954357	845	17108	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_613111	0.018635856	471	32346	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_615978	1.8397298	8129	9921	123
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_616011	2.5699081	1951	2217	36
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_616429	0.04418262	293	6940	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_621942	0.28639618	523	2245	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.11~k147_622024	0.03471017	297	8793	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_5594	0.03723008	300	8208	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_12617	0.012841916	300	23511	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_26247	0.10082339	275	6101	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_36916	0.1165139	413	6587	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_39059	0.010537223	563	57091	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_50336	0.09021698	407	5404	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_50407	0.24170507	725	4490	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_59499	0.6741573	1098	2820	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_60029	0.008277895	532	79518	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_71616	0.40879926	679	2332	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_80720	0.6800554	1295	7370	33
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_83546	0.25013164	774	3948	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_83986	0.005691196	300	52863	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_87512	0.028714798	1044	56149	11
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_88617	0.06906907	296	4479	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_89322	0.021506919	229	14099	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2010_1_5_45m_metaG_bin.12~k147_92105	0.052237507	250	5893	2
